action_time,action_type,actor_id,actor_type,attrs,channel_id,channel_type,object_id,object_type,theme,partition_time,txn_amt,txn_fee_amt,trans_type,target_bank_code,target_acct_nbr,address_zipcode,machine_bank_code
3697080714,withdraw,45,customer_id,"""{\""action\"": {\""txn_amt\"": 427.90197299001085, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""JMUDBUFPGKPTMQXSSOYE\""}, \""channel\"": {\""address_zipcode\"": 73171, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XTHSJSDRABPSCGZYAMAJ,ATM,JLMEKIPNGTZRYMOFPYYY,saving_acct,atm,3696969600,427.901973,15,trans_out,Cathay,JMUDBUFPGKPTMQXSSOYE,73171,Cathay
3697082948,inquire,4,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""AWXBPNBYZTLJUNBEGQPV\""}, \""channel\"": {\""address_zipcode\"": 19461, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",WSSZZDODDNPSLJWPVBDO,ATM,TUTAHZPCMLHCIPIMJRBQ,saving_acct,atm,3696969600,0,0,trans_out,Cathay,AWXBPNBYZTLJUNBEGQPV,19461,Cathay
3697082948,inquire,29,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""AWXBPNBYZTLJUNBEGQPV\""}, \""channel\"": {\""address_zipcode\"": 19461, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",WSSZZDODDNPSLJWPVBDO,ATM,TUTAHZPCMLHCIPIMJRBQ,saving_acct,atm,3696969600,0,0,trans_out,Cathay,AWXBPNBYZTLJUNBEGQPV,19461,Cathay
3697087355,inquire,6,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""YFMGYNLCAHTRAICAZCOF\""}, \""channel\"": {\""address_zipcode\"": 115261, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XSMYWYOMHUXOXCSMOWMG,ATM,UVVQUXZZGWLDVBXAWNCZ,saving_acct,atm,3696969600,0,0,trans_out,Cathay,YFMGYNLCAHTRAICAZCOF,115261,Cathay
3697087355,inquire,31,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""YFMGYNLCAHTRAICAZCOF\""}, \""channel\"": {\""address_zipcode\"": 115261, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",XSMYWYOMHUXOXCSMOWMG,ATM,UVVQUXZZGWLDVBXAWNCZ,saving_acct,atm,3696969600,0,0,trans_out,Cathay,YFMGYNLCAHTRAICAZCOF,115261,Cathay
3697087738,inquire,6,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""CLSOSFXSDXRZEVMYWTXK\""}, \""channel\"": {\""address_zipcode\"": 69433, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",TXNAABIOGCIWILKZFFSU,ATM,ZPWBAFXPZBRPXDLAQIDP,saving_acct,atm,3696969600,0,0,trans_out,Cathay,CLSOSFXSDXRZEVMYWTXK,69433,Cathay
3697087738,inquire,31,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""CLSOSFXSDXRZEVMYWTXK\""}, \""channel\"": {\""address_zipcode\"": 69433, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",TXNAABIOGCIWILKZFFSU,ATM,ZPWBAFXPZBRPXDLAQIDP,saving_acct,atm,3696969600,0,0,trans_out,Cathay,CLSOSFXSDXRZEVMYWTXK,69433,Cathay
3697088924,withdraw,19,customer_id,"""{\""action\"": {\""txn_amt\"": 2951.830598532231, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""HNGBSCTISZDMNKZCKVXJ\""}, \""channel\"": {\""address_zipcode\"": 84391, \""machine_bank_code\"": \""C_bank\""}}"",3696969600",CRFLTAGYJZZWFCZLHPLV,ATM,CRTQDIZVWBBNPQRFDTUS,saving_acct,atm,3696969600,2951.830599,15,trans_out,A_bank,HNGBSCTISZDMNKZCKVXJ,84391,C_bank
3697088924,withdraw,44,customer_id,"""{\""action\"": {\""txn_amt\"": 2951.830598532231, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""HNGBSCTISZDMNKZCKVXJ\""}, \""channel\"": {\""address_zipcode\"": 84391, \""machine_bank_code\"": \""C_bank\""}}"",3696969600",CRFLTAGYJZZWFCZLHPLV,ATM,CRTQDIZVWBBNPQRFDTUS,saving_acct,atm,3696969600,2951.830599,15,trans_out,A_bank,HNGBSCTISZDMNKZCKVXJ,84391,C_bank
3697092343,inquire,2,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""TZGYFVPOOZLHWJJTVHJL\""}, \""channel\"": {\""address_zipcode\"": 640801, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",AKEOQJXYNQCIJAJESINF,ATM,PNYWXWDDOPTNLRCUSFBP,saving_acct,atm,3696969600,0,0,trans_out,Cathay,TZGYFVPOOZLHWJJTVHJL,640801,Cathay
3697092343,inquire,27,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""TZGYFVPOOZLHWJJTVHJL\""}, \""channel\"": {\""address_zipcode\"": 640801, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",AKEOQJXYNQCIJAJESINF,ATM,PNYWXWDDOPTNLRCUSFBP,saving_acct,atm,3696969600,0,0,trans_out,Cathay,TZGYFVPOOZLHWJJTVHJL,640801,Cathay
3697092691,inquire,24,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""HKSWNHQSZGCMFCYDLVAN\""}, \""channel\"": {\""address_zipcode\"": 59293, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",UJUMMANMXOFIQGAQYDKN,ATM,JRBXUAEJEXXDRCQPTBMA,saving_acct,atm,3696969600,0,0,trans_out,Cathay,HKSWNHQSZGCMFCYDLVAN,59293,Cathay
3697092691,inquire,49,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""HKSWNHQSZGCMFCYDLVAN\""}, \""channel\"": {\""address_zipcode\"": 59293, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",UJUMMANMXOFIQGAQYDKN,ATM,JRBXUAEJEXXDRCQPTBMA,saving_acct,atm,3696969600,0,0,trans_out,Cathay,HKSWNHQSZGCMFCYDLVAN,59293,Cathay
3697094563,transfer,16,customer_id,"""{\""action\"": {\""txn_amt\"": 43.41715924125485, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""FVWPPPAAVSULZCTCCGML\""}, \""channel\"": {\""address_zipcode\"": 24181, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",TDKEDMFPDEMLFEDINTJL,ATM,RLEVFFEHMHTHQBSWDFGU,saving_acct,atm,3696969600,43.41715924,15,trans_in,Cathay,FVWPPPAAVSULZCTCCGML,24181,Cathay
3697094563,transfer,41,customer_id,"""{\""action\"": {\""txn_amt\"": 43.41715924125485, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""FVWPPPAAVSULZCTCCGML\""}, \""channel\"": {\""address_zipcode\"": 24181, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",TDKEDMFPDEMLFEDINTJL,ATM,RLEVFFEHMHTHQBSWDFGU,saving_acct,atm,3696969600,43.41715924,15,trans_in,Cathay,FVWPPPAAVSULZCTCCGML,24181,Cathay
3697103193,transfer,21,customer_id,"""{\""action\"": {\""txn_amt\"": 1103.0037837042948, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""KSWRYYDDZUEEGGHKJHBD\""}, \""channel\"": {\""address_zipcode\"": 168511, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",KXCVOFSWTWPMIQJLTXQE,ATM,GZJHIDVXSBLWEOTIEVNU,saving_acct,atm,3696969600,1103.003784,15,trans_in,Cathay,KSWRYYDDZUEEGGHKJHBD,168511,Cathay
3697103193,transfer,46,customer_id,"""{\""action\"": {\""txn_amt\"": 1103.0037837042948, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""KSWRYYDDZUEEGGHKJHBD\""}, \""channel\"": {\""address_zipcode\"": 168511, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",KXCVOFSWTWPMIQJLTXQE,ATM,GZJHIDVXSBLWEOTIEVNU,saving_acct,atm,3696969600,1103.003784,15,trans_in,Cathay,KSWRYYDDZUEEGGHKJHBD,168511,Cathay
3697109333,withdraw,21,customer_id,"""{\""action\"": {\""txn_amt\"": 211.05950946574754, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""SPATYDAVKYFYUUDZAMGD\""}, \""channel\"": {\""address_zipcode\"": 106603, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",DQTJAJNYCNPLEZSVGPQE,ATM,THTRYGIVHOLKBTGVKTNE,saving_acct,atm,3696969600,211.0595095,15,trans_out,Cathay,SPATYDAVKYFYUUDZAMGD,106603,B_bank
3697109333,withdraw,46,customer_id,"""{\""action\"": {\""txn_amt\"": 211.05950946574754, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""SPATYDAVKYFYUUDZAMGD\""}, \""channel\"": {\""address_zipcode\"": 106603, \""machine_bank_code\"": \""B_bank\""}}"",3696969600",DQTJAJNYCNPLEZSVGPQE,ATM,THTRYGIVHOLKBTGVKTNE,saving_acct,atm,3696969600,211.0595095,15,trans_out,Cathay,SPATYDAVKYFYUUDZAMGD,106603,B_bank
3697111088,inquire,5,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""VCMIZIQRBNOEWGLIXSVR\""}, \""channel\"": {\""address_zipcode\"": 509083, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",ZIZATANUKZPKVABLWWQC,ATM,SFEFGGVZKYNMAHAOFHGQ,saving_acct,atm,3696969600,0,0,trans_out,B_bank,VCMIZIQRBNOEWGLIXSVR,509083,Cathay
3697111088,inquire,30,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""VCMIZIQRBNOEWGLIXSVR\""}, \""channel\"": {\""address_zipcode\"": 509083, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",ZIZATANUKZPKVABLWWQC,ATM,SFEFGGVZKYNMAHAOFHGQ,saving_acct,atm,3696969600,0,0,trans_out,B_bank,VCMIZIQRBNOEWGLIXSVR,509083,Cathay
3697113591,transfer,6,customer_id,"""{\""action\"": {\""txn_amt\"": 152.53283546581116, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""LEGGBNEETRWJZMIEJUDQ\""}, \""channel\"": {\""address_zipcode\"": 250501, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",VXLOGIFUWYNUVJUAHVWA,ATM,LCKGSOHBGIWPAMIXLYWK,saving_acct,atm,3696969600,152.5328355,15,trans_in,Cathay,LEGGBNEETRWJZMIEJUDQ,250501,Cathay
3697113591,transfer,31,customer_id,"""{\""action\"": {\""txn_amt\"": 152.53283546581116, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""LEGGBNEETRWJZMIEJUDQ\""}, \""channel\"": {\""address_zipcode\"": 250501, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",VXLOGIFUWYNUVJUAHVWA,ATM,LCKGSOHBGIWPAMIXLYWK,saving_acct,atm,3696969600,152.5328355,15,trans_in,Cathay,LEGGBNEETRWJZMIEJUDQ,250501,Cathay
3697117144,transfer,21,customer_id,"""{\""action\"": {\""txn_amt\"": 577.6962643405768, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""CHMMQBWSZEHKIRUPYQKP\""}, \""channel\"": {\""address_zipcode\"": 686413, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",LKHHTUZHWHXXBCTLOXBY,ATM,REDOUWIYVHLKSWSMZVBY,saving_acct,atm,3696969600,577.6962643,15,trans_in,A_bank,CHMMQBWSZEHKIRUPYQKP,686413,Cathay
3697117144,transfer,46,customer_id,"""{\""action\"": {\""txn_amt\"": 577.6962643405768, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""A_bank\"", \""target_acct_nbr\"": \""CHMMQBWSZEHKIRUPYQKP\""}, \""channel\"": {\""address_zipcode\"": 686413, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",LKHHTUZHWHXXBCTLOXBY,ATM,REDOUWIYVHLKSWSMZVBY,saving_acct,atm,3696969600,577.6962643,15,trans_in,A_bank,CHMMQBWSZEHKIRUPYQKP,686413,Cathay
3697118932,transfer,7,customer_id,"""{\""action\"": {\""txn_amt\"": 375.68629424832943, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""EYYRQNVFGQUMRTBWTIYS\""}, \""channel\"": {\""address_zipcode\"": 226101, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",GBHYRXWXWGXABPLIQMLP,ATM,USDOZPJFSZFTHQPZQMXA,saving_acct,atm,3696969600,375.6862942,15,trans_in,Cathay,EYYRQNVFGQUMRTBWTIYS,226101,Cathay
3697118932,transfer,32,customer_id,"""{\""action\"": {\""txn_amt\"": 375.68629424832943, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""EYYRQNVFGQUMRTBWTIYS\""}, \""channel\"": {\""address_zipcode\"": 226101, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",GBHYRXWXWGXABPLIQMLP,ATM,USDOZPJFSZFTHQPZQMXA,saving_acct,atm,3696969600,375.6862942,15,trans_in,Cathay,EYYRQNVFGQUMRTBWTIYS,226101,Cathay
3697119715,inquire,12,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""STSKBSKIAMDAMPXVACGB\""}, \""channel\"": {\""address_zipcode\"": 82083, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",LESXWMIINZGBALHFHBQR,ATM,YOTQZZXPZYILUQQUDBRD,saving_acct,atm,3696969600,0,0,trans_out,B_bank,STSKBSKIAMDAMPXVACGB,82083,Cathay
3697119715,inquire,37,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""STSKBSKIAMDAMPXVACGB\""}, \""channel\"": {\""address_zipcode\"": 82083, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",LESXWMIINZGBALHFHBQR,ATM,YOTQZZXPZYILUQQUDBRD,saving_acct,atm,3696969600,0,0,trans_out,B_bank,STSKBSKIAMDAMPXVACGB,82083,Cathay
3697121022,withdraw,16,customer_id,"""{\""action\"": {\""txn_amt\"": 402.39211524919887, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ZPYMGIXJXJRVKEOEOQFU\""}, \""channel\"": {\""address_zipcode\"": 17293, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",SZZMDIANPEHOHBGMOPNZ,ATM,CRSMLYQGXSUQPOWYTEDB,saving_acct,atm,3696969600,402.3921152,15,trans_out,Cathay,ZPYMGIXJXJRVKEOEOQFU,17293,A_bank
3697121022,withdraw,41,customer_id,"""{\""action\"": {\""txn_amt\"": 402.39211524919887, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ZPYMGIXJXJRVKEOEOQFU\""}, \""channel\"": {\""address_zipcode\"": 17293, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",SZZMDIANPEHOHBGMOPNZ,ATM,CRSMLYQGXSUQPOWYTEDB,saving_acct,atm,3696969600,402.3921152,15,trans_out,Cathay,ZPYMGIXJXJRVKEOEOQFU,17293,A_bank
3697121546,inquire,19,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""XBVFHLRXEAQFQAWODAEV\""}, \""channel\"": {\""address_zipcode\"": 663411, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",VDQZTFJHKSQGHIZGAUMU,ATM,MYHEOHRKUHRYLJKSMGFL,saving_acct,atm,3696969600,0,0,trans_out,B_bank,XBVFHLRXEAQFQAWODAEV,663411,Cathay
3697121546,inquire,44,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""XBVFHLRXEAQFQAWODAEV\""}, \""channel\"": {\""address_zipcode\"": 663411, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",VDQZTFJHKSQGHIZGAUMU,ATM,MYHEOHRKUHRYLJKSMGFL,saving_acct,atm,3696969600,0,0,trans_out,B_bank,XBVFHLRXEAQFQAWODAEV,663411,Cathay
3697121728,transfer,22,customer_id,"""{\""action\"": {\""txn_amt\"": 224.319821020059, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""QBLOKLXHTNGAOMYPIKAG\""}, \""channel\"": {\""address_zipcode\"": 127093, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",ZSJMONMLEFUROEFYJNFR,ATM,DEXKKXKYMCCXLUXSTRLG,saving_acct,atm,3696969600,224.319821,15,trans_in,Cathay,QBLOKLXHTNGAOMYPIKAG,127093,Cathay
3697121728,transfer,47,customer_id,"""{\""action\"": {\""txn_amt\"": 224.319821020059, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""QBLOKLXHTNGAOMYPIKAG\""}, \""channel\"": {\""address_zipcode\"": 127093, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",ZSJMONMLEFUROEFYJNFR,ATM,DEXKKXKYMCCXLUXSTRLG,saving_acct,atm,3696969600,224.319821,15,trans_in,Cathay,QBLOKLXHTNGAOMYPIKAG,127093,Cathay
3697125088,withdraw,8,customer_id,"""{\""action\"": {\""txn_amt\"": 129.52557456066563, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ROUHPGSUALBVHPVPHZCO\""}, \""channel\"": {\""address_zipcode\"": 212983, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",FHFZFPEPNOJNYWLIMXQL,ATM,JREYCRXLODSBVVEFVSKG,saving_acct,atm,3696969600,129.5255746,15,trans_out,Cathay,ROUHPGSUALBVHPVPHZCO,212983,A_bank
3697125088,withdraw,33,customer_id,"""{\""action\"": {\""txn_amt\"": 129.52557456066563, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ROUHPGSUALBVHPVPHZCO\""}, \""channel\"": {\""address_zipcode\"": 212983, \""machine_bank_code\"": \""A_bank\""}}"",3696969600",FHFZFPEPNOJNYWLIMXQL,ATM,JREYCRXLODSBVVEFVSKG,saving_acct,atm,3696969600,129.5255746,15,trans_out,Cathay,ROUHPGSUALBVHPVPHZCO,212983,A_bank
3697128680,inquire,24,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ALHWTUKEPCYOSIJNXJOF\""}, \""channel\"": {\""address_zipcode\"": 979111, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",QBTFZATEPELNYRJZHEHQ,ATM,CRKZLMCXKRNHZVKONYQK,saving_acct,atm,3696969600,0,0,trans_out,Cathay,ALHWTUKEPCYOSIJNXJOF,979111,Cathay
3697128680,inquire,49,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ALHWTUKEPCYOSIJNXJOF\""}, \""channel\"": {\""address_zipcode\"": 979111, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",QBTFZATEPELNYRJZHEHQ,ATM,CRKZLMCXKRNHZVKONYQK,saving_acct,atm,3696969600,0,0,trans_out,Cathay,ALHWTUKEPCYOSIJNXJOF,979111,Cathay
3697130108,inquire,4,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""CSUMYTJEAJXAWAAQHLVG\""}, \""channel\"": {\""address_zipcode\"": 53593, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",MCWQNXBNJSKKTBYRFMOU,ATM,MMCCFNSMMPMVTWEDZWZE,saving_acct,atm,3696969600,0,0,trans_out,Cathay,CSUMYTJEAJXAWAAQHLVG,53593,Cathay
3697130108,inquire,29,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""CSUMYTJEAJXAWAAQHLVG\""}, \""channel\"": {\""address_zipcode\"": 53593, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",MCWQNXBNJSKKTBYRFMOU,ATM,MMCCFNSMMPMVTWEDZWZE,saving_acct,atm,3696969600,0,0,trans_out,Cathay,CSUMYTJEAJXAWAAQHLVG,53593,Cathay
3697138412,transfer,7,customer_id,"""{\""action\"": {\""txn_amt\"": 965.8856678842292, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""MXFWVRCWNWEENZZWIWXF\""}, \""channel\"": {\""address_zipcode\"": 278257, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",HVNJDYSDMSPLBYRHREGV,ATM,JAFJPHJGIYCQSLSTZVNU,saving_acct,atm,3696969600,965.8856679,15,trans_in,B_bank,MXFWVRCWNWEENZZWIWXF,278257,Cathay
3697138412,transfer,32,customer_id,"""{\""action\"": {\""txn_amt\"": 965.8856678842292, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""B_bank\"", \""target_acct_nbr\"": \""MXFWVRCWNWEENZZWIWXF\""}, \""channel\"": {\""address_zipcode\"": 278257, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",HVNJDYSDMSPLBYRHREGV,ATM,JAFJPHJGIYCQSLSTZVNU,saving_acct,atm,3696969600,965.8856679,15,trans_in,B_bank,MXFWVRCWNWEENZZWIWXF,278257,Cathay
3697142320,inquire,21,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""CHRCIWNXFPJJUGOJTVTA\""}, \""channel\"": {\""address_zipcode\"": 69961, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",GKMETRRBNJLVLBJXZUNP,ATM,QZBENQXIDAWTZOSMFTYN,saving_acct,atm,3696969600,0,0,trans_out,Cathay,CHRCIWNXFPJJUGOJTVTA,69961,Cathay
3697142320,inquire,46,customer_id,"""{\""action\"": {\""txn_amt\"": 0.0, \""txn_fee_amt\"": 0.0, \""trans_type\"": \""trans_out\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""CHRCIWNXFPJJUGOJTVTA\""}, \""channel\"": {\""address_zipcode\"": 69961, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",GKMETRRBNJLVLBJXZUNP,ATM,QZBENQXIDAWTZOSMFTYN,saving_acct,atm,3696969600,0,0,trans_out,Cathay,CHRCIWNXFPJJUGOJTVTA,69961,Cathay
3697148738,transfer,25,customer_id,"""{\""action\"": {\""txn_amt\"": 395.95730022497224, \""txn_fee_amt\"": 15.0, \""trans_type\"": \""trans_in\""}, \""object\"": {\""target_bank_code\"": \""Cathay\"", \""target_acct_nbr\"": \""ARSHIEPSFBFPCWGCTBYW\""}, \""channel\"": {\""address_zipcode\"": 501973, \""machine_bank_code\"": \""Cathay\""}}"",3696969600",KGMHQWPICOFKPGVNZXRU,ATM,JTEESMTXTVTPKGAJWHYB,saving_acct,atm,3696969600,395.9573002,15,trans_in,Cathay,ARSHIEPSFBFPCWGCTBYW,501973,Cathay
